simulation_id,location,altitude_m,dominant_heat_loss_component,secondary_heat_loss_component,wall_loss_kwh,roof_loss_kwh,floor_loss_kwh,glazing_loss_kwh,infiltration_loss_kwh,sky_loss_kwh,total_loss_kwh,wall_loss_pct,roof_loss_pct,floor_loss_pct,glazing_loss_pct,infiltration_loss_pct,sky_loss_pct,sum_loss_pct,recommended_intervention,intervention_reason,min_indoor_temperature_C,max_indoor_temperature_C,avg_indoor_temperature_C,comfort_hours,hours_below_18C
SIM_000098,Dras,3280.0,FLOOR,INFILTRATION,2.849,1.074,10.706,1.08,5.854,0.458,22.021,12.94,4.88,48.62,4.9,26.58,2.08,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-31.11,-23.58,-26.56,0,24
SIM_000099,Siachen,5400.0,FLOOR,ROOF,1.586,5.484,6.341,0.036,1.978,1.511,16.935,9.37,32.38,37.44,0.21,11.68,8.92,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-44.37,-38.43,-41.0,0,24
SIM_000100,Daulat Beg Oldie,5065.0,FLOOR,INFILTRATION,2.393,2.312,10.253,0.729,6.647,0.254,22.587,10.59,10.24,45.39,3.23,29.43,1.12,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-32.79,-25.71,-28.59,0,24
SIM_000101,Galwan,4300.0,FLOOR,INFILTRATION,7.99,5.746,25.132,1.105,10.352,0.58,50.905,15.7,11.29,49.37,2.17,20.34,1.14,100.01,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-24.39,-18.89,-21.14,0,24
SIM_000102,Hanle,4500.0,WALL,FLOOR,7.907,1.47,5.443,1.229,2.9,0.058,19.006,41.6,7.73,28.64,6.47,15.26,0.3,100.0,Add 75mm exterior insulation (EPS/rockwool),Wall conduction accounts for highest percentage of heat loss.,-20.01,-14.26,-16.79,0,24
SIM_000103,Nyoma,4180.0,FLOOR,ROOF,2.023,9.512,9.533,2.876,6.285,2.508,32.738,6.18,29.06,29.12,8.79,19.2,7.66,100.01,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-20.19,-11.42,-15.63,0,24
SIM_000104,Chushul,4350.0,ROOF,FLOOR,2.382,14.133,11.597,1.221,4.672,2.207,36.213,6.58,39.03,32.03,3.37,12.9,6.09,100.0,Add 100mm exterior roof insulation,Roof conduction loss dominates envelope heat transfer.,-40.89,-30.14,-34.37,0,24
SIM_000105,Rezang La,5000.0,FLOOR,INFILTRATION,3.248,0.943,10.905,1.319,3.747,0.059,20.222,16.06,4.66,53.93,6.52,18.53,0.29,99.99,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-24.92,-19.33,-21.28,0,24
SIM_000106,Pangong,4250.0,WALL,FLOOR,4.239,0.291,3.919,0.173,0.199,0.147,8.967,47.28,3.24,43.7,1.93,2.21,1.64,100.0,Add 75mm exterior insulation (EPS/rockwool),Wall conduction accounts for highest percentage of heat loss.,-26.16,-21.53,-23.79,0,24
SIM_000107,Depsang,5330.0,WALL,FLOOR,12.845,1.396,9.894,0.064,0.92,0.105,25.224,50.93,5.53,39.22,0.25,3.65,0.42,100.0,Add 75mm exterior insulation (EPS/rockwool),Wall conduction accounts for highest percentage of heat loss.,-43.65,-40.61,-42.19,0,24
SIM_000108,Kargil,2676.0,FLOOR,INFILTRATION,1.879,0.518,7.638,0.018,2.169,0.028,12.25,15.34,4.23,62.35,0.15,17.71,0.23,100.01,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-14.07,-6.38,-10.15,0,24
SIM_000109,Leh,3500.0,FLOOR,INFILTRATION,1.198,0.357,4.658,0.63,3.067,0.215,10.126,11.84,3.53,46.0,6.22,30.29,2.12,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-16.28,-10.96,-13.1,0,24
SIM_000110,Dras,3280.0,FLOOR,INFILTRATION,3.809,3.308,14.638,1.172,4.153,0.377,27.456,13.87,12.05,53.31,4.27,15.12,1.37,99.99,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-23.41,-13.5,-17.49,0,24
SIM_000111,Siachen,5400.0,ROOF,WALL,15.177,16.074,10.698,0.149,0.506,0.614,43.218,35.12,37.19,24.75,0.34,1.17,1.42,99.99,Add 100mm exterior roof insulation,Roof conduction loss dominates envelope heat transfer.,-34.15,-27.33,-30.46,0,24
SIM_000112,Daulat Beg Oldie,5065.0,FLOOR,INFILTRATION,2.532,1.636,5.024,2.22,3.76,0.125,15.296,16.55,10.69,32.84,14.51,24.59,0.82,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-46.37,-39.79,-41.97,0,24
SIM_000113,Galwan,4300.0,FLOOR,WALL,3.468,0.783,7.75,2.746,1.75,0.051,16.548,20.96,4.73,46.83,16.59,10.57,0.31,99.99,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-24.13,-16.11,-19.03,0,24
SIM_000114,Hanle,4500.0,FLOOR,INFILTRATION,1.148,0.642,5.362,0.44,3.384,0.224,11.2,10.25,5.73,47.87,3.93,30.22,2.0,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-28.85,-20.01,-23.31,0,24
SIM_000115,Nyoma,4180.0,ROOF,FLOOR,3.988,12.494,10.187,0.849,2.021,1.115,30.653,13.01,40.76,33.23,2.77,6.59,3.64,100.0,Add 100mm exterior roof insulation,Roof conduction loss dominates envelope heat transfer.,-33.11,-24.65,-27.58,0,24
SIM_000116,Chushul,4350.0,FLOOR,INFILTRATION,2.349,2.099,8.031,0.763,7.453,0.193,20.889,11.25,10.05,38.45,3.65,35.68,0.92,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-26.97,-22.02,-24.29,0,24
SIM_000117,Rezang La,5000.0,FLOOR,ROOF,2.169,4.573,18.756,0.738,4.348,0.369,30.953,7.01,14.77,60.6,2.38,14.05,1.19,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-28.48,-23.0,-25.31,0,24
SIM_000118,Pangong,4250.0,FLOOR,INFILTRATION,4.976,0.91,13.251,0.442,9.095,0.08,28.754,17.31,3.16,46.09,1.54,31.63,0.28,100.01,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-15.19,-9.1,-11.91,0,24
SIM_000119,Depsang,5330.0,FLOOR,WALL,5.664,1.283,31.025,1.518,4.361,0.08,43.932,12.89,2.92,70.62,3.46,9.93,0.18,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-32.87,-23.87,-28.08,0,24
SIM_000120,Kargil,2676.0,WALL,FLOOR,9.369,3.133,3.726,0.246,2.275,0.246,18.993,49.33,16.49,19.62,1.29,11.98,1.29,100.0,Add 75mm exterior insulation (EPS/rockwool),Wall conduction accounts for highest percentage of heat loss.,-24.43,-21.45,-22.91,0,24
SIM_000121,Leh,3500.0,WALL,FLOOR,8.588,0.552,6.679,1.631,3.023,0.125,20.597,41.7,2.68,32.42,7.92,14.68,0.61,100.01,Add 75mm exterior insulation (EPS/rockwool),Wall conduction accounts for highest percentage of heat loss.,-10.23,-6.8,-8.15,0,24
SIM_000122,Dras,3280.0,ROOF,FLOOR,1.671,13.767,9.788,0.179,6.654,3.312,35.371,4.72,38.92,27.67,0.5,18.81,9.36,99.98,Add 100mm exterior roof insulation,Roof conduction loss dominates envelope heat transfer.,-29.41,-21.07,-24.91,0,24
SIM_000123,Siachen,5400.0,FLOOR,WALL,3.713,1.306,11.767,0.491,0.744,0.098,18.118,20.49,7.21,64.95,2.71,4.1,0.54,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-40.16,-36.63,-38.36,0,24
SIM_000124,Daulat Beg Oldie,5065.0,FLOOR,INFILTRATION,3.65,1.235,13.064,0.837,4.789,0.147,23.721,15.39,5.21,55.07,3.53,20.19,0.62,100.01,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-31.96,-26.31,-28.61,0,24
SIM_000125,Galwan,4300.0,FLOOR,INFILTRATION,1.87,1.487,18.056,4.873,7.747,0.142,34.174,5.47,4.35,52.84,14.26,22.67,0.41,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-25.51,-20.02,-21.88,0,24
SIM_000126,Hanle,4500.0,FLOOR,INFILTRATION,2.192,1.701,13.642,1.221,5.724,0.162,24.642,8.89,6.9,55.36,4.96,23.23,0.66,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-13.62,-8.78,-10.72,0,24
SIM_000127,Nyoma,4180.0,FLOOR,WALL,3.597,1.0,10.203,1.626,3.431,0.038,19.895,18.08,5.03,51.28,8.17,17.25,0.19,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-18.58,-12.02,-15.01,0,24
SIM_000128,Chushul,4350.0,ROOF,WALL,9.191,12.191,8.926,0.493,4.77,0.991,36.562,25.14,33.34,24.41,1.35,13.05,2.71,100.0,Add 100mm exterior roof insulation,Roof conduction loss dominates envelope heat transfer.,-41.08,-31.58,-35.49,0,24
SIM_000129,Rezang La,5000.0,ROOF,FLOOR,3.705,14.873,9.638,0.117,2.961,3.899,35.193,10.53,42.26,27.39,0.33,8.41,11.08,100.0,Add 100mm exterior roof insulation,Roof conduction loss dominates envelope heat transfer.,-29.27,-23.21,-26.1,0,24
SIM_000130,Pangong,4250.0,FLOOR,WALL,5.324,2.697,18.518,0.294,0.69,0.348,27.87,19.1,9.68,66.44,1.06,2.47,1.25,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-25.11,-17.09,-21.02,0,24
SIM_000131,Depsang,5330.0,FLOOR,ROOF,2.094,7.471,9.306,4.025,1.617,2.019,26.531,7.89,28.16,35.08,15.17,6.09,7.61,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-45.0,-40.09,-41.72,0,24
SIM_000132,Kargil,2676.0,ROOF,WALL,7.485,8.749,5.172,1.412,0.52,1.394,24.733,30.26,35.38,20.91,5.71,2.1,5.64,100.0,Add 100mm exterior roof insulation,Roof conduction loss dominates envelope heat transfer.,-14.1,-11.02,-12.06,0,24
SIM_000133,Leh,3500.0,FLOOR,INFILTRATION,2.075,0.912,6.015,0.007,3.871,0.071,12.95,16.02,7.04,46.45,0.05,29.89,0.54,99.99,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-16.05,-7.32,-11.65,0,24
SIM_000134,Dras,3280.0,ROOF,FLOOR,3.729,15.446,9.592,0.688,6.303,2.436,38.194,9.76,40.44,25.11,1.8,16.5,6.38,99.99,Add 100mm exterior roof insulation,Roof conduction loss dominates envelope heat transfer.,-23.59,-13.53,-17.6,0,24
SIM_000135,Siachen,5400.0,FLOOR,ROOF,1.915,6.862,7.007,0.513,4.55,2.385,23.232,8.24,29.54,30.16,2.21,19.59,10.27,100.01,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-34.69,-28.23,-31.38,0,24
SIM_000136,Daulat Beg Oldie,5065.0,FLOOR,INFILTRATION,4.591,1.679,11.595,0.511,6.337,0.149,24.862,18.47,6.75,46.64,2.06,25.49,0.6,100.01,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-44.47,-39.12,-41.34,0,24
SIM_000137,Galwan,4300.0,FLOOR,INFILTRATION,4.233,1.214,9.795,0.041,6.836,0.028,22.147,19.11,5.48,44.23,0.19,30.86,0.13,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-26.77,-19.61,-22.83,0,24
SIM_000138,Hanle,4500.0,FLOOR,INFILTRATION,2.833,1.351,13.786,0.617,2.901,0.152,21.639,13.09,6.24,63.71,2.85,13.4,0.7,99.99,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-26.37,-18.34,-21.74,0,24
SIM_000139,Nyoma,4180.0,FLOOR,INFILTRATION,3.013,1.819,24.963,0.37,15.654,0.217,46.036,6.55,3.95,54.22,0.8,34.0,0.47,99.99,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-27.85,-21.43,-24.52,0,24
SIM_000140,Chushul,4350.0,ROOF,FLOOR,2.471,9.242,6.401,0.515,3.397,1.48,23.506,10.51,39.32,27.23,2.19,14.45,6.3,100.0,Add 100mm exterior roof insulation,Roof conduction loss dominates envelope heat transfer.,-29.85,-19.18,-23.42,0,24
SIM_000141,Rezang La,5000.0,ROOF,FLOOR,2.084,10.17,8.188,0.511,0.915,1.476,23.343,8.93,43.57,35.08,2.19,3.92,6.32,100.01,Add 100mm exterior roof insulation,Roof conduction loss dominates envelope heat transfer.,-31.82,-23.6,-26.42,0,24
SIM_000142,Pangong,4250.0,FLOOR,INFILTRATION,2.271,0.931,13.103,1.402,2.914,0.057,20.678,10.98,4.5,63.37,6.78,14.09,0.28,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-11.44,-7.4,-8.61,0,24
SIM_000143,Depsang,5330.0,FLOOR,WALL,2.619,1.436,7.824,0.588,0.932,0.377,13.778,19.01,10.42,56.79,4.27,6.77,2.74,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-33.05,-28.7,-30.97,0,24
SIM_000144,Kargil,2676.0,FLOOR,ROOF,3.391,5.693,6.746,0.071,2.898,0.835,19.635,17.27,28.99,34.36,0.36,14.76,4.25,99.99,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-29.15,-19.7,-23.41,0,24
SIM_000145,Leh,3500.0,ROOF,FLOOR,0.755,4.209,2.931,0.07,1.535,0.222,9.721,7.77,43.29,30.15,0.72,15.79,2.28,100.0,Add 100mm exterior roof insulation,Roof conduction loss dominates envelope heat transfer.,-16.64,-8.65,-12.12,0,24
SIM_000146,Dras,3280.0,FLOOR,INFILTRATION,1.844,0.747,10.081,0.032,4.976,0.128,17.807,10.35,4.19,56.61,0.18,27.94,0.72,99.99,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-29.69,-19.52,-24.61,0,24
SIM_000147,Siachen,5400.0,FLOOR,WALL,12.755,2.204,16.612,1.292,1.018,0.119,34.0,37.52,6.48,48.86,3.8,2.99,0.35,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-42.44,-38.49,-39.98,0,24
SIM_000148,Daulat Beg Oldie,5065.0,FLOOR,INFILTRATION,3.907,1.472,15.453,1.868,8.447,0.12,31.268,12.5,4.71,49.42,5.97,27.02,0.38,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-33.18,-27.19,-29.56,0,24
SIM_000149,Galwan,4300.0,FLOOR,WALL,1.56,0.671,4.36,1.115,1.51,0.026,9.241,16.88,7.26,47.18,12.06,16.34,0.28,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-29.61,-21.1,-24.6,0,24
SIM_000150,Hanle,4500.0,ROOF,FLOOR,1.952,24.06,15.299,3.361,1.08,4.394,50.145,3.89,47.98,30.51,6.7,2.15,8.76,99.99,Add 100mm exterior roof insulation,Roof conduction loss dominates envelope heat transfer.,-17.48,-11.07,-14.01,0,24
SIM_000151,Nyoma,4180.0,FLOOR,INFILTRATION,2.538,2.172,24.994,1.899,8.304,0.187,40.093,6.33,5.42,62.34,4.74,20.71,0.47,100.01,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-17.58,-9.02,-12.9,0,24
SIM_000152,Chushul,4350.0,WALL,INFILTRATION,9.208,1.335,5.968,0.197,6.504,0.03,23.241,39.62,5.74,25.68,0.85,27.99,0.13,100.01,Add 75mm exterior insulation (EPS/rockwool),Wall conduction accounts for highest percentage of heat loss.,-35.47,-32.84,-34.14,0,24
SIM_000153,Rezang La,5000.0,FLOOR,INFILTRATION,1.042,2.008,3.14,0.076,2.59,0.308,9.163,11.37,21.91,34.26,0.83,28.26,3.36,99.99,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-29.94,-25.45,-27.64,0,24
SIM_000154,Pangong,4250.0,ROOF,FLOOR,2.082,8.773,6.848,0.77,1.632,0.892,20.997,9.92,41.78,32.62,3.67,7.77,4.25,100.01,Add 100mm exterior roof insulation,Roof conduction loss dominates envelope heat transfer.,-30.48,-20.27,-24.42,0,24
SIM_000155,Depsang,5330.0,FLOOR,INFILTRATION,4.818,1.225,5.197,0.675,5.065,0.15,17.132,28.12,7.15,30.34,3.94,29.57,0.88,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-45.37,-41.48,-43.15,0,24
SIM_000156,Kargil,2676.0,FLOOR,INFILTRATION,1.197,1.536,3.086,0.143,2.353,0.104,8.419,14.21,18.25,36.65,1.7,27.95,1.24,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-15.42,-10.38,-12.45,0,24
SIM_000157,Leh,3500.0,WALL,FLOOR,9.296,0.497,5.175,1.072,4.388,0.154,20.581,45.17,2.41,25.14,5.21,21.32,0.75,100.0,Add 75mm exterior insulation (EPS/rockwool),Wall conduction accounts for highest percentage of heat loss.,-14.21,-10.47,-12.34,0,24
SIM_000158,Dras,3280.0,ROOF,FLOOR,2.749,15.579,10.339,0.264,1.764,2.324,33.018,8.33,47.18,31.31,0.8,5.34,7.04,100.0,Add 100mm exterior roof insulation,Roof conduction loss dominates envelope heat transfer.,-24.42,-14.21,-18.23,0,24
SIM_000159,Siachen,5400.0,FLOOR,WALL,1.314,0.318,3.328,0.14,1.224,0.004,6.328,20.76,5.03,52.6,2.21,19.35,0.06,100.01,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-33.25,-29.66,-31.49,0,24
SIM_000160,Daulat Beg Oldie,5065.0,FLOOR,INFILTRATION,2.804,0.986,8.013,1.702,5.769,0.424,19.698,14.24,5.0,40.68,8.64,29.29,2.15,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-46.54,-39.67,-42.21,0,24
SIM_000161,Galwan,4300.0,ROOF,FLOOR,1.508,6.711,4.153,0.413,1.88,1.639,16.305,9.25,41.16,25.47,2.53,11.53,10.05,99.99,Add 100mm exterior roof insulation,Roof conduction loss dominates envelope heat transfer.,-24.71,-19.64,-22.01,0,24
SIM_000162,Hanle,4500.0,FLOOR,INFILTRATION,3.833,5.459,20.17,1.55,7.732,0.728,39.473,9.71,13.83,51.1,3.93,19.59,1.84,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-21.54,-17.46,-19.13,0,24
SIM_000163,Nyoma,4180.0,ROOF,FLOOR,0.919,11.14,7.761,0.889,2.891,1.987,25.587,3.59,43.54,30.33,3.47,11.3,7.77,100.0,Add 100mm exterior roof insulation,Roof conduction loss dominates envelope heat transfer.,-35.31,-22.2,-27.15,0,24
SIM_000164,Chushul,4350.0,FLOOR,WALL,7.212,0.904,8.77,1.618,1.092,0.042,19.638,36.72,4.6,44.66,8.24,5.56,0.21,99.99,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-24.98,-22.54,-23.4,0,24
SIM_000165,Rezang La,5000.0,FLOOR,INFILTRATION,2.079,1.409,11.151,0.559,2.588,0.1,17.885,11.62,7.88,62.34,3.13,14.47,0.56,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-31.94,-23.35,-26.39,0,24
SIM_000166,Pangong,4250.0,ROOF,FLOOR,2.249,12.928,9.022,1.718,1.522,1.701,29.139,7.72,44.37,30.96,5.89,5.22,5.84,100.0,Add 100mm exterior roof insulation,Roof conduction loss dominates envelope heat transfer.,-19.55,-11.15,-13.93,0,24
SIM_000167,Depsang,5330.0,WALL,FLOOR,11.881,0.525,7.666,2.195,5.579,0.016,27.863,42.64,1.88,27.51,7.88,20.02,0.06,99.99,Add 75mm exterior insulation (EPS/rockwool),Wall conduction accounts for highest percentage of heat loss.,-33.67,-28.56,-30.89,0,24
SIM_000168,Kargil,2676.0,ROOF,WALL,4.097,8.524,3.388,0.123,0.22,0.223,16.575,24.72,51.42,20.44,0.74,1.33,1.35,100.0,Add 100mm exterior roof insulation,Roof conduction loss dominates envelope heat transfer.,-27.76,-22.43,-24.66,0,24
SIM_000169,Leh,3500.0,WALL,FLOOR,19.771,1.449,13.552,1.763,4.643,0.223,41.4,47.76,3.5,32.73,4.26,11.21,0.54,100.0,Add 75mm exterior insulation (EPS/rockwool),Wall conduction accounts for highest percentage of heat loss.,-11.98,-5.64,-8.32,0,24
SIM_000170,Dras,3280.0,FLOOR,ROOF,1.42,9.159,9.427,0.402,1.517,0.593,22.519,6.31,40.67,41.86,1.79,6.74,2.63,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-32.76,-21.51,-26.11,0,24
SIM_000171,Siachen,5400.0,FLOOR,INFILTRATION,6.368,3.042,14.642,0.15,7.235,0.163,31.6,20.15,9.63,46.34,0.47,22.89,0.52,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-42.39,-37.15,-38.89,0,24
SIM_000172,Daulat Beg Oldie,5065.0,WALL,FLOOR,13.915,1.133,9.024,2.084,4.788,0.073,31.018,44.86,3.65,29.09,6.72,15.44,0.24,100.0,Add 75mm exterior insulation (EPS/rockwool),Wall conduction accounts for highest percentage of heat loss.,-32.82,-28.73,-30.37,0,24
SIM_000173,Galwan,4300.0,FLOOR,INFILTRATION,1.555,1.171,9.716,1.563,4.907,0.269,19.181,8.11,6.11,50.65,8.15,25.58,1.4,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-25.3,-21.09,-22.95,0,24
SIM_000174,Hanle,4500.0,FLOOR,INFILTRATION,1.234,2.428,9.332,1.16,3.681,0.258,18.092,6.82,13.42,51.58,6.41,20.34,1.42,99.99,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-20.8,-10.4,-14.23,0,24
SIM_000175,Nyoma,4180.0,FLOOR,ROOF,0.582,8.539,9.57,0.698,2.276,0.289,21.955,2.65,38.89,43.59,3.18,10.37,1.32,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-22.73,-12.45,-16.88,0,24
SIM_000176,Chushul,4350.0,FLOOR,INFILTRATION,3.926,1.291,11.679,5.046,10.141,0.191,32.275,12.17,4.0,36.19,15.63,31.42,0.59,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-37.7,-28.96,-32.26,0,24
SIM_000177,Rezang La,5000.0,FLOOR,INFILTRATION,1.771,1.13,13.205,0.051,8.137,0.175,24.469,7.24,4.62,53.97,0.21,33.25,0.72,100.01,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-25.87,-20.38,-23.09,0,24
SIM_000178,Pangong,4250.0,WALL,FLOOR,6.87,0.986,4.507,2.006,1.775,0.04,16.183,42.45,6.09,27.85,12.39,10.97,0.25,100.0,Add 75mm exterior insulation (EPS/rockwool),Wall conduction accounts for highest percentage of heat loss.,-23.85,-21.61,-22.55,0,24
SIM_000179,Depsang,5330.0,FLOOR,INFILTRATION,5.217,1.467,17.228,1.342,11.706,0.109,37.068,14.07,3.96,46.48,3.62,31.58,0.29,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-42.6,-37.65,-39.31,0,24
SIM_000180,Kargil,2676.0,FLOOR,WALL,3.848,2.777,12.447,1.367,3.739,0.207,24.384,15.78,11.39,51.04,5.61,15.33,0.85,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-13.4,-8.17,-10.12,0,24
SIM_000181,Leh,3500.0,WALL,FLOOR,10.824,1.966,4.993,0.337,4.92,0.223,23.263,46.53,8.45,21.46,1.45,21.15,0.96,100.0,Add 75mm exterior insulation (EPS/rockwool),Wall conduction accounts for highest percentage of heat loss.,-14.41,-10.1,-12.22,0,24
SIM_000182,Dras,3280.0,FLOOR,INFILTRATION,7.099,1.592,11.624,0.318,8.12,0.123,28.876,24.58,5.51,40.26,1.1,28.12,0.43,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-19.54,-13.47,-16.45,0,24
SIM_000183,Siachen,5400.0,WALL,FLOOR,22.183,1.718,17.921,1.216,1.701,0.215,44.953,49.35,3.82,39.86,2.7,3.78,0.48,99.99,Add 75mm exterior insulation (EPS/rockwool),Wall conduction accounts for highest percentage of heat loss.,-29.43,-27.11,-28.4,0,24
SIM_000184,Daulat Beg Oldie,5065.0,FLOOR,INFILTRATION,2.216,3.845,20.772,0.298,6.719,0.233,34.083,6.5,11.28,60.94,0.88,19.71,0.68,99.99,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-43.02,-37.07,-39.94,0,24
SIM_000185,Galwan,4300.0,FLOOR,ROOF,1.619,8.604,9.064,0.434,0.16,0.207,20.087,8.06,42.83,45.13,2.16,0.8,1.03,100.01,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-29.05,-19.3,-23.25,0,24
SIM_000186,Hanle,4500.0,FLOOR,INFILTRATION,5.079,5.799,21.628,2.781,13.669,0.595,49.551,10.25,11.7,43.65,5.61,27.59,1.2,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-25.51,-17.23,-20.2,0,24
SIM_000187,Nyoma,4180.0,WALL,FLOOR,7.833,3.649,6.409,0.929,2.16,0.998,21.979,35.64,16.6,29.16,4.23,9.83,4.54,100.0,Add 75mm exterior insulation (EPS/rockwool),Wall conduction accounts for highest percentage of heat loss.,-32.31,-27.09,-29.53,0,24
SIM_000188,Chushul,4350.0,FLOOR,INFILTRATION,3.724,2.9,23.65,1.11,19.128,0.319,50.831,7.33,5.7,46.53,2.18,37.63,0.63,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-24.3,-17.32,-19.99,0,24
SIM_000189,Rezang La,5000.0,FLOOR,INFILTRATION,3.922,1.507,17.061,0.274,11.769,0.118,34.651,11.32,4.35,49.24,0.79,33.96,0.34,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-26.6,-22.57,-24.57,0,24
SIM_000190,Pangong,4250.0,ROOF,WALL,5.962,10.523,4.885,0.263,0.413,0.713,22.759,26.2,46.24,21.46,1.16,1.81,3.13,100.0,Add 100mm exterior roof insulation,Roof conduction loss dominates envelope heat transfer.,-16.71,-12.71,-14.06,0,24
